StatementID,Feasibility_count,Importance_count,Feasibility_mean,Importance_mean,Feasibility_std,Importance_std,StatementText
1,14,14,3.857142857142857,4.142857142857143,0.8644378215075665,1.027105182026191,1. Human oversight during implementation in early days
2,14,14,3.857142857142857,3.5714285714285716,1.027105182026191,1.34245960914949,2. Concerns with confidentiality
3,14,14,3.857142857142857,4.142857142857143,0.8644378215075665,1.167320591199077,3. Concerns with patient acceptability
4,14,14,4.571428571428571,3.5714285714285716,0.5135525910130955,0.9376144618769908,4. Efficiency improved for documentation
5,12,14,3.1666666666666665,3.142857142857143,1.2673044646258476,1.292412345317728,5. False confidence
6,14,14,3.4285714285714284,3.142857142857143,1.554857684028483,0.8644378215075663,6. AI could provide alternate perspectives
7,14,14,3.7142857142857144,3.4285714285714284,1.2043875831929896,0.9376144618769908,7. AI could perpetuate existing biases
8,14,14,3.857142857142857,4.0,0.6629935441317958,1.1094003924504583,8. Minimizing bias and increasing performance and accuracy
9,14,14,4.0,4.0,0.7844645405527361,0.9607689228305228,9. Ensuring accountability and oversight of AI
10,14,14,3.142857142857143,2.7142857142857144,1.167320591199077,1.0690449676496974,10. Concerns with digital literacy and digital divide barriers
11,14,14,4.285714285714286,3.7142857142857144,1.0690449676496976,0.9138735334633754,"11. Better detection (of moles, cancer lumps)"
12,14,14,3.7142857142857144,3.142857142857143,1.0690449676496976,1.167320591199077,12. Diversification of AI training data and sources
13,14,14,3.2857142857142856,3.142857142857143,1.3259870882635916,1.027105182026191,13. Too much bureaucracy slowing progress
14,14,14,3.142857142857143,3.4285714285714284,1.167320591199077,1.0894095588038442,14. Concerns with liability
15,14,14,4.0,3.5714285714285716,0.7844645405527362,1.0894095588038442,15. AI could decrease false positives
16,14,14,3.5714285714285716,3.2857142857142856,1.3424596091494905,1.2043875831929898,16. Proactive preventative care
17,14,14,3.5714285714285716,3.142857142857143,1.554857684028483,1.292412345317728,17. Benefits in equitable access
18,14,14,4.285714285714286,3.857142857142857,0.7262730392025629,1.027105182026191,18. AI could free up time for pt care
19,14,14,4.0,3.4285714285714284,0.7844645405527361,0.9376144618769908,19. Developing a rigorous privacy and quality assurance framework
20,14,14,3.0,2.857142857142857,1.1094003924504583,0.8644378215075665,20. AI could be misused
21,14,14,4.428571428571429,3.0,0.7559289460184546,1.3587324409735149,21. Helps with generation of ideas can act as a sounding board
22,14,14,4.428571428571429,3.4285714285714284,0.7559289460184546,0.9376144618769908,22. Benefits with accessibility & communication (translating languages lay terms)
23,14,14,4.571428571428571,4.0,0.7559289460184544,1.1094003924504583,23. AI allows access vast information very quickly to help diagnosis
24,14,14,4.0,3.5714285714285716,0.7844645405527362,1.222499691004253,24. Benefits in early distress screening
25,14,14,3.5714285714285716,2.857142857142857,1.2224996910042534,1.5118578920369088,25. Establishing proper consent
26,14,14,2.5714285714285716,2.142857142857143,1.3424596091494903,1.0271051820261912,26. Concerns with job security
27,14,14,4.142857142857143,3.2857142857142856,0.662993544131796,1.3259870882635918,27. Benefits with patient access to accurate information
28,14,14,3.7142857142857144,3.0,0.9138735334633754,1.3587324409735149,28. Concerns about personalizing care
29,14,14,2.857142857142857,2.7142857142857144,1.167320591199077,1.3259870882635918,29. Data governance policies and regulations to enhance data quality and accountability
30,14,14,4.285714285714286,4.142857142857143,0.7262730392025628,1.027105182026191,"30. Savings in time, can integrate different information and improve in treatment especially when there is less number of human specialist"
31,14,14,3.142857142857143,3.2857142857142856,1.027105182026191,1.0690449676496976,31. AI could remove human bias
32,14,14,2.7142857142857144,2.857142857142857,1.2043875831929896,1.027105182026191,32. Regulation framework and a good understanding of the medico-legal implications
33,14,14,3.142857142857143,3.0,1.027105182026191,1.1094003924504583,"33. AI could lead to excessive human delegation, assuming that that AI will take care of it!"
34,14,14,4.142857142857143,2.857142857142857,1.167320591199077,1.027105182026191,34. Knowledge repositing for learning and research
35,14,14,3.5714285714285716,3.0,0.7559289460184544,1.1094003924504583,35. AI could be of concern regarding its ongoing validation
36,14,14,3.142857142857143,3.0,1.027105182026191,1.3587324409735149,36. AI could be of concern to patient privacy
37,12,14,4.666666666666667,3.142857142857143,0.7784989441615229,1.167320591199077,37. Consultation recording and transcription
38,14,14,3.7142857142857144,3.7142857142857144,1.0690449676496976,1.0690449676496974,38. Ensuring cybersecurity of AI tools
39,14,14,4.142857142857143,4.0,0.6629935441317958,1.2403473458920846,39. Educating end-users about properly navigating AI
40,14,14,3.5714285714285716,3.4285714285714284,0.7559289460184544,1.452546078405126,40. Concerns with protection of personal health identifiers
41,14,14,4.142857142857143,3.2857142857142856,0.8644378215075665,0.7262730392025628,41. Facilitation of clinical research
42,14,14,4.142857142857143,3.7142857142857144,1.027105182026191,1.0690449676496978,42. Improve access to services
43,14,14,4.0,3.2857142857142856,0.9607689228305228,0.9138735334633754,43. Ensuring accessibility and translation
44,14,14,4.142857142857143,3.5714285714285716,0.6629935441317958,0.9376144618769908,44. AI could help improve accuracy
45,14,14,3.5714285714285716,2.5714285714285716,1.3424596091494903,1.452546078405126,45. Embed research / quality improvement into all areas
46,14,14,2.5714285714285716,3.2857142857142856,1.34245960914949,1.3259870882635918,"data that the AI model is trained on must be good, clean, large and diverse"
47,14,14,3.142857142857143,2.857142857142857,0.8644378215075665,0.8644378215075665,47. Concerns with attrition of skills in healthcare providers
48,14,14,3.4285714285714284,3.2857142857142856,1.3424596091494905,1.3259870882635918,48. Preservation of human touch
49,14,14,3.2857142857142856,3.7142857142857144,1.3259870882635918,1.0690449676496976,49. Loss of human connection/interactions
50,14,14,4.857142857142857,4.0,0.36313651960128146,1.1094003924504583,increases digestability/highlighting key points
51,14,14,4.428571428571429,3.142857142857143,0.5135525910130955,1.027105182026191,51. Collate large databases
52,14,14,3.142857142857143,2.857142857142857,1.027105182026191,1.167320591199077,52. AI could engender issues with trust
53,14,14,3.857142857142857,3.5714285714285716,1.292412345317728,1.2224996910042534,53. Pooling large volume of data can improve accuracy of AI system and allow for more timely diagnosis and treatment recommendation
54,14,14,3.2857142857142856,3.4285714285714284,0.9138735334633754,1.0894095588038444,54. Concerns with responsibility accountability of AI recommendations
55,14,14,3.4285714285714284,3.142857142857143,1.0894095588038442,1.292412345317728,55. AI hallucinations
56,14,14,3.7142857142857144,3.0,0.7262730392025629,0.9607689228305228,56. Multidisciplinary collaboration and training in developing AI models
57,14,14,4.714285714285714,3.2857142857142856,0.7262730392025631,1.2043875831929896,"57. 24/7 availability, AI doesn’t get tired or brain fog"
58,14,14,4.428571428571429,3.5714285714285716,0.7559289460184546,0.9376144618769908,58. Noticing patterns and new things humans haven’t noticed
59,14,14,4.428571428571429,4.0,0.5135525910130955,0.9607689228305228,59. Prediction/prognosis/treatment recommendations
60,14,14,3.2857142857142856,3.0,0.9138735334633754,1.1094003924504583,"60. Concerns with standards for quality, accuracy, etc."
61,14,14,3.142857142857143,2.0,1.511857892036909,0.7844645405527362,61. Concerns with power outages and down time procedures
62,14,14,4.0,2.857142857142857,1.1094003924504583,1.0271051820261912,62. Increased opportunities for innovation
63,14,14,2.857142857142857,3.4285714285714284,1.167320591199077,0.9376144618769908,63. Distress is nuanced and often detected in the unsaid of human communication and in a trusting therapeutic relationship
64,14,14,3.7142857142857144,3.7142857142857144,1.0690449676496976,1.0690449676496976,64. Personalization of AI support tools for patients
65,14,14,3.857142857142857,2.7142857142857144,1.1673205911990767,1.2043875831929898,65. Concerns with difficulty to know older data for training and missing new breakthrough information
66,14,14,3.4285714285714284,3.4285714285714284,0.7559289460184544,1.3424596091494903,66. Concerns with consent of patient
67,14,14,2.7142857142857144,3.0,1.2043875831929896,1.2403473458920846,67. Racism bias through research (history of medical research)
68,14,14,4.571428571428571,3.142857142857143,0.5135525910130955,1.027105182026191,68. Phased roll-out
69,14,14,4.571428571428571,4.0,0.7559289460184545,1.3587324409735149,69. Reduce admin burden
70,14,14,4.285714285714286,3.7142857142857144,0.7262730392025628,1.0690449676496978,70. Potential in navigation and directing to self-management resources
71,14,14,3.2857142857142856,2.857142857142857,0.9138735334633754,0.8644378215075665,71. Over reliance by physicians and reduced problem solving skills
72,14,14,4.285714285714286,3.4285714285714284,0.9138735334633754,1.2224996910042532,72. Ability to make text/conversation more digestable for patients (less technical)
73,14,14,3.857142857142857,3.5714285714285716,0.6629935441317958,1.0894095588038444,73. Ensuring clinical validation of AI tools
74,14,14,3.7142857142857144,2.857142857142857,0.7262730392025628,1.167320591199077,"74. Concerns with maintaining up to date information, sources and programming"
75,14,14,3.0,3.4285714285714284,0.9607689228305228,1.452546078405126,75. Data privacy concerns
76,14,14,4.285714285714286,3.5714285714285716,0.7262730392025628,0.7559289460184545,76. Triage diagnostic results for clinicians
77,14,14,2.7142857142857144,2.4285714285714284,1.2043875831929898,1.0894095588038442,77. Concerns with going too far and can’t come back
78,14,14,2.857142857142857,3.142857142857143,1.4064216928154862,0.6629935441317959,78. Control of data by corporations
79,14,14,3.7142857142857144,3.7142857142857144,1.3259870882635918,1.0690449676496976,79. AI could help address the human health resources issue
